"","DHB2015_name","DHB2015_code","AU2017_code","AU2017_name"
"1820","Bay of Plenty",7,537302,"Te Reti"
"1821","Whanganui",11,558800,"Ratana Community"
"1822","Hutt Valley",13,568900,"Moera"
"1823","Hutt Valley",13,566500,"Te Marua"
"1824","Canterbury",18,585802,"Amberley"
"1825","Waitematā",2,513621,"Birdwood West"
"1826","Capital and Coast",14,573000,"Lambton"
"1827","Nelson Marlborough",16,582800,"Bronte"
"1828","South Canterbury",19,598500,"Geraldine"
"1829","Waikato",5,526500,"Raglan"
"1830","Auckland",3,520402,"Hamlin"
"1831","West Coast",17,584701,"Inangahua Valley"
"1832","Waikato",5,526603,"Te Pahu"
"1833","Auckland",3,514200,"Newton"
"1834","Northland",1,505021,"Mangawhai"
"1835","Waikato",5,531710,"Mahoenui"
"1836","Southern",22,611700,"Appleby-Kew"
"1837","Northland",1,500801,"Hokianga North"
"1838","Wairarapa",15,578902,"Solway South"
"1839","Waitematā",2,505602,"Huapai"
"1840","Hutt Valley",13,568302,"Naenae North"
"1841","Southern",22,611220,"Crinan"
"1842","Capital and Coast",14,563706,"Waikanae West"
"1843","Area outside District Health Board",99,623805,"Oceanic-Marlborough Region"
"1844","Hutt Valley",13,566900,"Totara Park"
"1845","Hawke's Bay",10,546901,"Nelson Park"
"1846","Southern",22,604620,"Vauxhall"
"1847","Nelson Marlborough",16,580446,"Marlborough Sounds Terrestrial"
"1848","Capital and Coast",14,570600,"Titahi Bay South"
"1849","Canterbury",18,586802,"Oxford"
"1850","Canterbury",18,586606,"Eyrewell"
"1851","Waitematā",2,511401,"Fruitvale"
"1852","Area outside District Health Board",99,619202,"Oceanic-Waikato Region West"
"1853","Southern",22,605910,"Abbotsford"
"1854","Northland",1,504600,"Dargaville"
"1855","Counties Manukau",4,521114,"Redoubt"
"1856","Waikato",5,528320,"Pukete"
"1857","Lakes",6,541345,"Waitahanui"
"1858","Southern",22,605500,"St Kilda Central"
"1859","Lakes",6,538742,"Owhata East"
"1860","Taranaki",9,552002,"Marsland Hill"
"1861","MidCentral",12,561422,"Oroua Downs-Waitohi"
"1862","Lakes",6,538841,"Golden Springs"
"1863","Hawke's Bay",10,545860,"Waimarama"
"1864","Southern",22,611601,"Heidelberg"
"1865","Waikato",5,529900,"Claudelands"
"1866","Auckland",3,516602,"Kohimarama East"
"1867","MidCentral",12,549800,"Norsewood-Herbertville"
"1868","Canterbury",18,588101,"Redwood North"
"1869","Wairarapa",15,579803,"Kahutara"
"1870","Nelson Marlborough",16,582600,"Maitai"
"1871","Hawke's Bay",10,549601,"Porangahau"
"1872","Northland",1,615102,"Inlet-Whangarei Harbour"
"1873","Bay of Plenty",7,542600,"Kawerau"
"1874","Whanganui",11,555200,"Otamatea"
"1875","Northland",1,503800,"Raumanga West"
"1876","Waitematā",2,506614,"Tahekeroa"
"1877","Nelson Marlborough",16,623900,"Inlet-Ligar Bay"
"1878","Whanganui",11,557500,"Williams Domain"
"1879","Hawke's Bay",10,547001,"Tamatea North"
"1880","Canterbury",18,585504,"Culverden"
"1881","Waitematā",2,508703,"Fairview"
"1882","Bay of Plenty",7,536000,"Omokoroa"
"1883","Southern",22,606210,"Mosgiel South"
"1884","Waikato",5,535242,"Hinuera"
"1885","Waikato",5,527111,"Whitikahu"
"1886","Nelson Marlborough",16,581220,"Mayfield"
"1887","Canterbury",18,590504,"Mairehau North"
"1888","Southern",22,610602,"Waikiwi"
"1889","Counties Manukau",4,521152,"Glenbrook"
"1890","Taranaki",9,553302,"Kahui"
"1891","Counties Manukau",4,524200,"Mangere South"
"1892","Bay of Plenty",7,536630,"Kaimai"
"1893","South Canterbury",19,598600,"Temuka"
"1894","Southern",22,611601,"Heidelberg"
"1895","Counties Manukau",4,521117,"Buckland South"
"1896","Area outside District Health Board",99,666671,"Snares Island"
"1897","Whanganui",11,559220,"Pohonui-Porewa"
"1898","Auckland",3,514101,"Auckland Harbourside"
"1899","Canterbury",18,597720,"Mt Somers"
"1900","Waitematā",2,506661,"Cape Rodney South"
"1901","Waitematā",2,513431,"Hobsonville East"
"1902","MidCentral",12,562500,"Roslyn"
"1903","Counties Manukau",4,524001,"Ambury"
"1904","Canterbury",18,591500,"Cathedral Square"
"1905","Southern",22,608000,"Maniototo"
"1906","Counties Manukau",4,525410,"Papakura Central"
"1907","Bay of Plenty",7,537400,"Judea"
"1908","Auckland",3,521803,"Otahuhu East"
"1909","Area outside District Health Board",99,626900,"Oceanic-Oil Rig Southland"
"1910","Canterbury",18,593900,"Bromley"
"1911","MidCentral",12,564011,"Lake Horowhenua"
"1912","South Canterbury",19,600323,"Mackenzie"
"1913","Waikato",5,534901,"Morrinsville West"
"1914","Hawke's Bay",10,549500,"Waipukurau"
"1915","Canterbury",18,595300,"Hillmorton"
"1916","Counties Manukau",4,524402,"Mangere Station"
"1917","Canterbury",18,586115,"Mairaki"
"1918","Auckland",3,515801,"Epsom Central"
"1919","Area outside District Health Board",99,614002,"Kermadec Islands"
"1920","Taranaki",9,552100,"Fitzroy"
"1921","MidCentral",12,560720,"Feilding West"
"1922","Hutt Valley",13,567400,"Elderslea"
"1923","Southern",22,605200,"Port Chalmers"
"1924","Nelson Marlborough",16,583600,"Nayland"
"1925","Waikato",5,532300,"Owhango"
"1926","Canterbury",18,594600,"Sydenham"
"1927","Capital and Coast",14,565601,"Pauatahanui"
"1928","Counties Manukau",4,521202,"Whangapouri Creek"
"1929","Waikato",5,528602,"Dinsdale South"
"1930","Bay of Plenty",7,542422,"Whakatane West"
"1931","Bay of Plenty",7,537301,"Brookfield"
"1932","Canterbury",18,587100,"Malvern"
"1933","Capital and Coast",14,573514,"Churton Park South"
"1934","Nelson Marlborough",16,584303,"Motueka East"
"1935","Canterbury",18,586307,"Rangiora West"
"1936","West Coast",17,584912,"South Beach-Camerons"
"1937","Southern",22,609028,"Lake Hayes"
"1938","Canterbury",18,587842,"Halswell West"
"1939","Area outside District Health Board",99,627201,"Oceanic-Southland Region"
"1940","Canterbury",18,597300,"Leeston"
"1941","Auckland",3,516302,"Meadowbank South"
"1942","Hawke's Bay",10,545852,"Pakipaki"
"1943","South Canterbury",19,598202,"Otipua Creek-Washdyke Flat"
"1944","Waitematā",2,512300,"Te Atatu Central"
"1945","Waitematā",2,509400,"Mt Victoria"
"1946","Southern",22,602900,"Fernhill"
"1947","Nelson Marlborough",16,581834,"Rabbit Island"
"1948","Nelson Marlborough",16,580410,"Woodbourne"
"1949","Tairāwhiti",8,544400,"Gisborne Airport"
"1950","Hutt Valley",13,566620,"Emerald Hill"
"1951","Nelson Marlborough",16,582200,"Port Nelson"
"1952","Capital and Coast",14,571100,"Cannons Creek North"
"1953","Lakes",6,538741,"Owhata West"
"1954","Waitematā",2,505911,"Gulf Harbour Marina"
"1955","Auckland",3,515700,"Epsom North"
"1956","Waikato",5,533300,"Whangamata"
"1957","Capital and Coast",14,566102,"Raumati South"
"1958","Taranaki",9,553900,"Normanby"
"1959","Capital and Coast",14,574002,"Ngauranga East"
"1960","West Coast",17,585309,"Ross"
"1961","West Coast",17,584923,"Point Elizabeth"
"1962","Auckland",3,519810,"Onehunga South West"
"1963","Auckland",3,520900,"Islands-Motutapu Rangitoto Rakino"
"1964","Northland",1,501700,"Kaikohe"
"1965","Capital and Coast",14,575100,"Karori South"
"1966","Auckland",3,514802,"Avondale West"
"1967","Capital and Coast",14,574800,"Karori North"
"1968","Capital and Coast",14,577601,"Maupuia"
"1969","Waikato",5,535231,"Te Poi"
"1970","Area outside District Health Board",99,627203,"Oceanic-Auckland Islands"
"1971","Waitematā",2,505909,"Wade Heads"
"1972","Waikato",5,527502,"Cambridge West"
"1973","Capital and Coast",14,573511,"Glenside North"
"1974","Capital and Coast",14,566200,"Paekakariki"
"1975","MidCentral",12,561820,"Linton Military Camp"
"1976","Taranaki",9,551900,"Kawaroa"
"1977","Bay of Plenty",7,536611,"Matakana Island"
"1978","Nelson Marlborough",16,582402,"Washington"
"1979","Waikato",5,535320,"Parkdale"
"1980","Capital and Coast",14,570400,"Titahi Bay North"
"1981","Hutt Valley",13,569001,"Woburn North"
"1982","Southern",22,610051,"Waianiwa"
"1983","Waikato",5,535501,"Matamata North"
"1984","Southern",22,602422,"Saddle Hill"
"1985","MidCentral",12,563801,"Tokomaru"
"1986","Bay of Plenty",7,542800,"Opotiki"
"1987","Taranaki",9,552900,"Midhirst"
"1988","West Coast",17,584702,"Mawheraiti"
"1989","South Canterbury",19,600312,"Mt Cook"
"1990","Canterbury",18,592820,"Travis"
"1991","Bay of Plenty",7,536508,"Inlet-Tauranga Harbour"
"1992","Waitematā",2,505907,"Stanmore Bay West"
"1993","Northland",1,615301,"Inlet-Port Whangarei"
"1994","Canterbury",18,592500,"Mairehau"
"1995","Lakes",6,540510,"Glenholme East"
"1996","Counties Manukau",4,521201,"Hingaia"
"1997","Canterbury",18,595600,"North Beach"
"1998","Northland",1,615302,"Inlet-Mangawhai Harbour"
"1999","Waitematā",2,511401,"Fruitvale"
"2000","Canterbury",18,596800,"Akaroa"
"2001","Auckland",3,515700,"Epsom North"
"2002","Hawke's Bay",10,547100,"Greenmeadows"
"2003","Southern",22,608305,"Inland Water-Lake Hawea"
"2004","Hawke's Bay",10,549601,"Porangahau"
"2005","Northland",1,505022,"Mangawhai Heads"
"2006","Counties Manukau",4,521601,"Howick West"
"2007","West Coast",17,585130,"Greymouth Central"
"2008","Capital and Coast",14,577602,"Miramar West"
"2009","Canterbury",18,594700,"Addington"
"2010","Southern",22,625901,"Inlet-Dunedin City Bays"
"2011","Canterbury",18,594900,"Barrington South"
"2012","Lakes",6,539320,"Pukehangi South"
"2013","Southern",22,607501,"Teviot"
"2014","Lakes",6,541315,"Taupo East"
"2015","Capital and Coast",14,565603,"Resolution"
"2016","Auckland",3,615800,"Mokohinau Island"
"2017","Canterbury",18,590507,"Prestons"
"2018","Taranaki",9,551503,"Marfell"
"2019","Canterbury",18,597505,"Inland Water-Lake Ellesmere North"
"2020","Canterbury",18,592900,"Avondale"
"2021","Canterbury",18,594800,"Barrington North"
"2022","Capital and Coast",14,575000,"Karori East"
"2023","Whanganui",11,558700,"Hunterville"
"2024","Waikato",5,528000,"Rotongata"
"2025","Southern",22,609304,"Queenstown Bay"
"2026","West Coast",17,585321,"Whataroa"
"2027","Lakes",6,541348,"Tokaanu"
"2028","Waikato",5,535250,"Arapuni"
"2029","Area outside District Health Board",99,666668,"Oceanic-Bounty Islands"
"2030","Counties Manukau",4,523114,"Point View"
"2031","Nelson Marlborough",16,580445,"Marlborough Sounds Coastal Marine"
"2032","Hawke's Bay",10,545201,"Tuai"
"2033","Southern",22,601301,"Waihemo"
"2034","Waikato",5,619201,"Inlet-Waitomo District"
"2035","Southern",22,610090,"Wallacetown"
"2036","Southern",22,609922,"Otatara"
"2037","Waitematā",2,507900,"Westlake"
"2038","Waikato",5,535250,"Arapuni"
"2039","Waikato",5,527131,"Tamahere-Tauwhare"
"2040","Canterbury",18,592811,"Burwood"
"2041","South Canterbury",19,599100,"Highfield"
"2042","MidCentral",12,562401,"Palmerston North Hospital"
"2043","Northland",1,500204,"Herekino"
"2044","Southern",22,610240,"West Gore"
"2045","Counties Manukau",4,523712,"Donegal Park"
"2046","Canterbury",18,587902,"Mcleans Island"
"2047","Taranaki",9,553004,"Pembroke"
"2048","Counties Manukau",4,523101,"Howick South"
"2049","Waikato",5,527221,"Maramarua"
"2050","Canterbury",18,596901,"Akaroa Harbour"
"2051","Hutt Valley",13,569202,"Alicetown"
"2052","MidCentral",12,561500,"Moutoa"
"2053","South Canterbury",19,598201,"Fairview-Scarborough"
"2054","Area outside District Health Board",99,614001,"Oceanic-Kermadec Islands"
"2055","Hutt Valley",13,568103,"Delaney"
"2056","Southern",22,611602,"Strathern"
"2057","Canterbury",18,597509,"Rolleston North East"
"2058","Canterbury",18,593200,"Richmond North"
"2059","Auckland",3,520500,"Mt Wellington South"
"2060","Hutt Valley",13,566700,"Maoribank"
"2061","Waitematā",2,505902,"Manly"
"2062","Counties Manukau",4,521116,"Buckland"
"2063","Hawke's Bay",10,549100,"Waipawa"
"2064","Waikato",5,527505,"Leamington East"
"2065","Hutt Valley",13,565200,"Homedale West"
"2066","MidCentral",12,577900,"Mangatainoka"
"2067","Canterbury",18,592300,"Rutland"
"2068","Waitematā",2,506300,"Dairy Flat-Redvale"
"2069","Canterbury",18,597508,"Rolleston Central"
"2070","Waitematā",2,507200,"Rothesay Bay"
"2071","MidCentral",12,549800,"Norsewood-Herbertville"
"2072","Wairarapa",15,580100,"Martinborough"
"2073","West Coast",17,584933,"Atarau"
"2074","Taranaki",9,551012,"Glen Avon"
"2075","Waikato",5,527131,"Tamahere-Tauwhare"
"2076","Hutt Valley",13,567200,"Maidstone"
"2077","Hutt Valley",13,568402,"Boulcott"
"2078","South Canterbury",19,600100,"Twizel Community"
"2079","Auckland",3,616400,"Aiguilles Island"
"2080","Waitematā",2,508704,"Northcross"
"2081","MidCentral",12,560710,"Feilding North"
"2082","Taranaki",9,552702,"Kaimata"
"2083","Capital and Coast",14,571000,"Ranui Heights"
"2084","Canterbury",18,590100,"Upper Riccarton"
"2085","Canterbury",18,594010,"Woolston West"
"2086","Counties Manukau",4,525922,"Bledisloe Park"
"2087","Northland",1,502201,"Tikipunga West"
"2088","Hawke's Bay",10,548810,"Anderson Park"
"2089","Wairarapa",15,578600,"Masterton Central"
"2090","MidCentral",12,560730,"Feilding Central"
"2091","Waikato",5,531500,"Piopio"
"2092","Lakes",6,538811,"Hamurana"
"2093","Wairarapa",15,578301,"Homebush-Te Ore Ore"
"2094","Waikato",5,528403,"Te Rapa"
"2095","Southern",22,609914,"Mill Road-Woodend"
"2096","Waikato",5,535211,"Mangakaretu"
"2097","Waitematā",2,508807,"North Harbour East"
"2098","Area outside District Health Board",99,622700,"Oceanic-Manawatu-Wanganui Region"
"2099","Waikato",5,527923,"Pokuru"
"2100","Capital and Coast",14,577700,"Makara-Ohariu"
"2101","Area outside District Health Board",99,620903,"Oceanic-Hawke's Bay Region"
"2102","Counties Manukau",4,521301,"Drury"
"2103","Wairarapa",15,578600,"Masterton Central"
"2104","Hawke's Bay",10,545821,"Sherenden-Puketapu"
"2105","Auckland",3,515100,"Westmere"
"2106","Waikato",5,527124,"Newstead"
"2107","Northland",1,500208,"Motutangi-Kareponia"
"2108","Waikato",5,527134,"Swayne"
"2109","Tairāwhiti",8,544200,"Mangapapa"
"2110","Waikato",5,528405,"Burbush"
"2111","Counties Manukau",4,617702,"Tidal-Tamaki"
"2112","Counties Manukau",4,521115,"Opuawhanga"
"2113","West Coast",17,585319,"Totara River"
"2114","Waikato",5,527917,"Te Rapa North"
"2115","Nelson Marlborough",16,581724,"Best Island"
"2116","Hawke's Bay",10,545721,"Karamu"
"2117","Southern",22,607900,"Ranfurly"
"2118","Hutt Valley",13,568401,"Avalon West"
"2119","Hawke's Bay",10,545822,"Omahu"
"2120","Waikato",5,529700,"Hamilton Central"
"2121","Northland",1,502004,"Abbey Caves"
"2122","Waitematā",2,513632,"Waimumu South"
"2123","Auckland",3,515432,"St Lukes North"
"2124","Northland",1,501807,"Ngunguru"
"2125","Waitematā",2,505601,"Waimauku"
"2126","Northland",1,504000,"Sherwood Rise"
"2127","West Coast",17,585306,"Kumara"
"2128","Nelson Marlborough",16,584000,"Langbein"
"2129","Lakes",6,541345,"Waitahanui"
"2130","Waitematā",2,506658,"Omaha"
"2131","Canterbury",18,597741,"Chertsey"
"2132","Lakes",6,538602,"Ngongotaha South"
"2133","Area outside District Health Board",99,617602,"Oceanic-Auckland Region West"
"2134","Southern",22,607502,"Tuapeka"
"2135","Southern",22,604720,"Ravensbourne"
"2136","Counties Manukau",4,523105,"Golfland"
"2137","Tairāwhiti",8,544400,"Gisborne Airport"
"2138","Canterbury",18,587010,"Kirwee"
"2139","Tairāwhiti",8,543303,"Tokomaru Bay"
"2140","Canterbury",18,588600,"Harewood"
"2141","Waitematā",2,512700,"Waima"
"2142","Taranaki",9,552300,"Merrilands"
"2143","Waitematā",2,506653,"Riverhead"
"2144","Waitematā",2,506648,"Helensville South"
"2145","Waikato",5,530500,"University"
"2146","Auckland",3,515600,"Eden Terrace"
"2147","Waikato",5,530700,"Hillcrest West"
"2148","Southern",22,603810,"Glenleith"
"2149","Southern",22,610010,"Charlton"
"2150","Auckland",3,520302,"Mt Wellington West"
"2151","Southern",22,626000,"Inlet-Port Oamaru"
"2152","Northland",1,502202,"Tikipunga East"
"2153","West Coast",17,584938,"Ahaura"
"2154","Waikato",5,527934,"Rotoorangi"
"2155","Southern",22,609022,"Kelvin Heights"
"2156","Whanganui",11,559210,"Moawhango"
"2157","Hutt Valley",13,568501,"Epuni West"
"2158","Waitematā",2,508020,"Hauraki"
"2159","Hutt Valley",13,569302,"Maungaraki"
"2160","Canterbury",18,592200,"Merivale"
"2161","Counties Manukau",4,523713,"Ormiston"
"2162","Southern",22,609500,"Riversdale Community"
"2163","Waitematā",2,506660,"Cape Rodney"
"2164","Canterbury",18,595100,"Hoon Hay"
"2165","Southern",22,609304,"Queenstown Bay"
"2166","Whanganui",11,557700,"Kowhai Park"
"2167","Southern",22,612714,"Mararoa River"
"2168","Area outside District Health Board",99,520803,"Bays-Waiheke Island"
"2169","Capital and Coast",14,576600,"Oriental Bay"
"2170","Counties Manukau",4,523711,"Rongomai"
"2171","Waitematā",2,508510,"Forrest Hill"
"2172","Waitematā",2,508110,"Seacliffe"
"2173","Hawke's Bay",10,545831,"Waiohiki"
"2174","Northland",1,502700,"Mairtown"
"2175","Waitematā",2,512600,"Konini"
"2176","Waikato",5,532902,"Taumarunui Central"
"2177","Hawke's Bay",10,546600,"Marewa"
"2178","Northland",1,502002,"Three Mile Bush"
"2179","Southern",22,612600,"Otautau"
"2180","Canterbury",18,597715,"Ashburton East"
"2181","Bay of Plenty",7,536512,"Kairua"
"2182","Southern",22,604902,"Sandymount"
"2183","Taranaki",9,551302,"Waitara East"
"2184","Counties Manukau",4,523601,"Otara South"
"2185","Bay of Plenty",7,542430,"Trident"
"2186","Northland",1,500500,"Kohukohu"
"2187","Waikato",5,530800,"Riverlea"
"2188","Tairāwhiti",8,543601,"Tarndale-Rakauroa"
"2189","Hawke's Bay",10,548620,"Flaxmere East"
"2190","Capital and Coast",14,573513,"Churton Park North"
"2191","Canterbury",18,587842,"Halswell West"
"2192","Canterbury",18,585802,"Amberley"
"2193","Northland",1,502003,"Te Hihi"
"2194","Hutt Valley",13,567300,"Wallaceville"
"2195","Northland",1,501615,"Waitangi"
"2196","Waitematā",2,505300,"Wellsford"
"2197","Auckland",3,519500,"Penrose"
"2198","Waitematā",2,513020,"Opanuku"
"2199","Waitematā",2,513012,"Palm Heights"
"2200","Lakes",6,541317,"Rangatira Park"
"2201","Waikato",5,527504,"Leamington West"
"2202","MidCentral",12,562720,"Westbrook"
"2203","Southern",22,609913,"Bay Road West"
"2204","Canterbury",18,587845,"Aidanfield"
"2205","Waikato",5,534200,"Ohinemuri"
"2206","Counties Manukau",4,524111,"Mangere Central"
"2207","Waitematā",2,509500,"Stanley Bay"
"2208","Waikato",5,527931,"Pukerimu"
"2209","Hawke's Bay",10,546100,"Westshore"
"2210","Lakes",6,541347,"Motuoapa"
"2211","Capital and Coast",14,575000,"Karori East"
"2212","Canterbury",18,596902,"Banks Peninsula Eastern Bays"
"2213","Southern",22,601302,"Hyde"
"2214","Waikato",5,527936,"Kihikihi Flat"
"2215","Northland",1,503900,"Port-Limeburners"
"2216","Capital and Coast",14,570800,"Porirua Central"
"2217","Lakes",6,541334,"Tatua"
"2218","Capital and Coast",14,572702,"Greenacres"
"2219","Waikato",5,533602,"Pauanui Beach"
"2220","MidCentral",12,563101,"Hokowhitu West"
"2221","Hawke's Bay",10,545611,"Bay View"
"2222","Southern",22,609023,"Sunshine Bay"
"2223","Bay of Plenty",7,537900,"Hairini"
"2224","Taranaki",9,551503,"Marfell"
"2225","Nelson Marlborough",16,580802,"Seddon"
"2226","West Coast",17,584407,"Little Wanganui"
"2227","MidCentral",12,561300,"Foxton Beach"
"2228","Hawke's Bay",10,545761,"Irongate"
"2229","MidCentral",12,563801,"Tokomaru"
"2230","Hutt Valley",13,567100,"Upper Hutt Central"
"2231","Hawke's Bay",10,546400,"Onekawa West"
"2232","Waikato",5,529503,"Fairview Downs"
"2233","Auckland",3,518902,"Lynfield South"
"2234","Whanganui",11,556500,"Springvale West"
"2235","Counties Manukau",4,522605,"Half Moon Bay Marina"
"2236","Canterbury",18,596902,"Banks Peninsula Eastern Bays"
"2237","Auckland",3,518202,"Mt Eden East"
"2238","Southern",22,601020,"Orana Park"
"2239","Auckland",3,520301,"Mt Wellington Domain"
"2240","West Coast",17,585306,"Kumara"
"2241","Capital and Coast",14,577101,"Seatoun Tunnel West"
"2242","Canterbury",18,587845,"Aidanfield"
"2243","Taranaki",9,550800,"Oakura"
"2244","South Canterbury",19,599400,"Fraser Park"
"2245","Waitematā",2,505700,"Waipareira West"
"2246","Nelson Marlborough",16,581250,"Redwoodtown"
"2247","Southern",22,612714,"Mararoa River"
"2248","Hawke's Bay",10,546200,"Ahuriri"
"2249","Waitematā",2,512202,"Durham Green"
"2250","Nelson Marlborough",16,581833,"Motueka Outer"
"2251","Canterbury",18,592811,"Burwood"
"2252","Canterbury",18,597513,"Rolleston South East"
"2253","Canterbury",18,595500,"Beckenham"
"2254","Auckland",3,520000,"Te Papapa"
"2255","MidCentral",12,550101,"Dannevirke West"
"2256","Waitematā",2,512401,"Edmonton"
"2257","Auckland",3,515201,"Herne Bay"
"2258","Southern",22,603720,"Balmacewen"
"2259","Waitematā",2,513410,"Whenuapai West"
"2260","Capital and Coast",14,573700,"Johnsonville Central"
"2261","Canterbury",18,597510,"Rolleston South West"
"2262","Canterbury",18,596101,"Avon-Heathcote Estuary"
"2263","Hutt Valley",13,567902,"Mangaroa"
"2264","Waitematā",2,506903,"Torbay"
"2265","Canterbury",18,587849,"Trents-Ladbrooks"
"2266","Taranaki",9,551301,"Waitara West"
"2267","Waitematā",2,510500,"Birkenhead East"
"2268","Southern",22,609030,"Inland Water-Lake Wanaka"
"2269","Capital and Coast",14,575800,"Kingston-Mornington"
"2270","Bay of Plenty",7,538102,"Tauranga South"
"2271","Hutt Valley",13,565000,"Fernlea"
"2272","Whanganui",11,556100,"Tawhero"
"2273","Canterbury",18,590501,"Travis Wetland"
"2274","Southern",22,602600,"Strath Taieri"
"2275","Canterbury",18,596503,"Governors Bay"
"2276","Waikato",5,535242,"Hinuera"
"2277","Canterbury",18,589000,"Wairarapa"
"2278","Southern",22,609014,"Kingston South"
"2279","Southern",22,601200,"Palmerston"
"2280","Northland",1,501802,"Opouteke-Tanekaha"
"2281","Southern",22,600813,"Cape Wanbrow"
"2282","Canterbury",18,586403,"Kaiapoi South"
"2283","Waitematā",2,513011,"Henderson West"
"2284","Nelson Marlborough",16,581715,"Ngawhatu"
"2285","Southern",22,610073,"Woodlands"
"2286","Area outside District Health Board",99,619303,"Bays-Thames-Coromandel District"
"2287","Bay of Plenty",7,536506,"Inlet-Tauranga Harbour Omokoroa"
"2288","MidCentral",12,560000,"Pohangina"
"2289","Taranaki",9,554120,"Ohangai"
"2290","Waikato",5,533501,"Moanataiari"
"2291","Lakes",6,540900,"Mangakino"
"2292","Canterbury",18,593800,"Bexley"
"2293","Wairarapa",15,579502,"Te Wharau"
"2294","Southern",22,610601,"Grasmere"
"2295","Capital and Coast",14,574304,"Rangoon Heights"
"2296","Hawke's Bay",10,548821,"Iona"
"2297","Waikato",5,530200,"Hamilton East"
"2298","West Coast",17,584703,"Maruia"
"2299","Waikato",5,534902,"Morrinsville East"
"2300","Auckland",3,516400,"Orakei North"
"2301","MidCentral",12,562710,"Highbury"
"2302","Waitematā",2,512402,"Wakeling"
"2303","Canterbury",18,586129,"Tuahiwi"
"2304","Canterbury",18,594300,"Opawa"
"2305","Canterbury",18,590200,"Wharenui"
"2306","Waikato",5,533901,"Hauraki Plains"
"2307","Auckland",3,515410,"Grey Lynn West"
"2308","Lakes",6,541316,"Wharewaka"
"2309","Waitematā",2,511301,"New Lynn North"
"2310","Canterbury",18,596600,"Port Levy"
"2311","Waikato",5,528602,"Dinsdale South"
"2312","Hutt Valley",13,569401,"Tirohanga"
"2313","Canterbury",18,589100,"Jellie Park"
"2314","Bay of Plenty",7,538502,"Te Puke East"
"2315","Southern",22,610210,"North Gore"
"2316","Auckland",3,517702,"Sandringham West"
"2317","Waikato",5,533100,"Coromandel"
"2318","Auckland",3,514103,"Auckland Central East"
"2319","Capital and Coast",14,574500,"Kaiwharawhara"
"2320","Nelson Marlborough",16,583201,"Toi Toi"
"2321","Capital and Coast",14,573801,"Paparangi West"
"2322","Waitematā",2,508900,"Long Bay"
"2323","Southern",22,609911,"Makarewa North"
"2324","Canterbury",18,590100,"Upper Riccarton"
"2325","Hawke's Bay",10,545852,"Pakipaki"
"2326","Waikato",5,529402,"Chedworth"
"2327","Southern",22,607700,"Lawrence"
"2328","Bay of Plenty",7,542422,"Whakatane West"
"2329","Capital and Coast",14,566000,"Paraparaumu Central"
"2330","Auckland",3,519200,"Mt St John"
"2331","Nelson Marlborough",16,581812,"Whangamoa"
"2332","Southern",22,604110,"Mornington"
"2333","Southern",22,604901,"Taiaroa-Cape Saunders"
"2334","Area outside District Health Board",99,617501,"Oceanic-Auckland Region East"
"2335","MidCentral",12,562100,"Milson"
"2336","Hawke's Bay",10,548831,"Te Mata"
"2337","Hutt Valley",13,569301,"Normandale"
"2338","Tairāwhiti",8,544300,"Te Hapara"
"2339","Bay of Plenty",7,536642,"Upper Papamoa"
"2340","Southern",22,601030,"Oamaru Central"
"2341","Counties Manukau",4,524403,"Favona West"
"2342","Lakes",6,540900,"Mangakino"
"2343","Auckland",3,514500,"New Windsor"
"2344","Bay of Plenty",7,541900,"Ohope"
"2345","Waikato",5,527111,"Whitikahu"
"2346","Counties Manukau",4,523404,"Grange"
"2347","MidCentral",12,561000,"Rongotea"
"2348","Counties Manukau",4,521132,"Hunua"
"2349","MidCentral",12,560421,"Halcombe"
"2350","MidCentral",12,564012,"Waiopehu"
"2351","Canterbury",18,591300,"Heathcote Valley"
"2352","Waitematā",2,506001,"Weiti River"
"2353","Canterbury",18,597512,"Springston"
"2354","Auckland",3,517703,"Sandringham East"
"2355","Hawke's Bay",10,545303,"Nuhaka"
"2356","Waitematā",2,506654,"Muriwai Beach"
"2357","Counties Manukau",4,524520,"Harania West"
"2358","Capital and Coast",14,573102,"Wellington City-Marinas"
"2359","Waitematā",2,508411,"Glendhu"
"2360","Lakes",6,539000,"Selwyn Heights"
"2361","Auckland",3,518102,"Sherbourne"
"2362","Canterbury",18,587500,"Hornby South"
"2363","Canterbury",18,597503,"Dunsandel"
"2364","Counties Manukau",4,524821,"Clendon North"
"2365","West Coast",17,585000,"Runanga-Rapahoe"
"2366","Whanganui",11,555700,"Castlecliff North"
"2367","Northland",1,504400,"Te Kopuru"
"2368","Southern",22,609035,"Jacks Point"
"2369","Hawke's Bay",10,545206,"Inland Water-Lake Waikaremoana"
"2370","Waikato",5,533901,"Hauraki Plains"
"2371","Tairāwhiti",8,544801,"Kaiti South"
"2372","Southern",22,609800,"Wyndham"
"2373","Area outside District Health Board",99,623804,"Oceanic-Nelson Region"
"2374","Area outside District Health Board",99,627204,"Auckland Islands"
"2375","Hawke's Bay",10,547900,"Raureka"
"2376","Waitematā",2,512906,"Oratia"
"2377","Waitematā",2,506634,"Mahurangi"
"2378","Waikato",5,530300,"Naylor"
"2379","Waitematā",2,509701,"Ocean View"
"2380","Counties Manukau",4,522920,"Edgewater"
"2381","Hutt Valley",13,568701,"Waiwhetu North"
"2382","Bay of Plenty",7,542550,"Matahina-Minginui"
